Inicial,Upcard,Acoes,Final,Valor,DealerFinal,Resultado,Aposta,PNL,Double,Split,BJ_Jogador,BJ_Dealer
2T,8,H,29T,21,89,V,1.0,1.0,N,N,N,N
4A,8,HS,45A,20,89,V,1.0,1.0,N,N,N,N
3Q,8,HS,35Q,18,89,V,1.0,1.0,N,N,N,N
6K,8,H,56K,21,89,V,1.0,1.0,N,N,N,N
47,8,D,47J,21,8T,V,1.0,2.0,S,N,N,N
4A,8,HHS,468A,19,8T,V,1.0,1.0,N,N,N,N
KA,8,-,KA,21,8T,V,1.0,1.5,N,N,S,N
36,8,HS,36A,20,8T,V,1.0,1.0,N,N,N,N
59,8,H,59Q,24,8T,D,1.0,-1.0,N,N,N,N
8K,8,S,8K,18,8T,E,1.0,0.0,N,N,N,N
34,8,HD,2334,12,8T,D,1.0,-2.0,S,N,N,N
37,T,HH,3378,21,47T,E,1.0,0.0,N,N,N,N
9A,T,S,9A,20,47T,D,1.0,-1.0,N,N,N,N
8K,T,S,8K,18,47T,D,1.0,-1.0,N,N,N,N
9T,T,S,9T,19,47T,D,1.0,-1.0,N,N,N,N
46,T,HHH,23466,21,47T,E,1.0,0.0,N,N,N,N
TT,T,S,TT,20,47T,D,1.0,-1.0,N,N,N,N
8K,T,S,8K,18,47T,D,1.0,-1.0,N,N,N,N
78,8,HS,378,18,8A,D,1.0,-1.0,N,N,N,N
49,8,HS,449,17,8A,D,1.0,-1.0,N,N,N,N
JJ,8,S,JJ,20,8A,V,1.0,1.0,N,N,N,N
TT,8,S,TT,20,8A,V,1.0,1.0,N,N,N,N
2K,8,HS,28K,20,8A,V,1.0,1.0,N,N,N,N
58,8,H,589,22,8A,D,1.0,-1.0,N,N,N,N
99,8,P,59,14,8A,D,1.0,-1.0,N,S,N,N
9A,8,S,9A,20,8A,V,1.0,1.0,N,S,N,N
44,9,HD,344K,21,9A,V,1.0,2.0,S,N,N,N
37,9,D,37Q,20,9A,E,1.0,0.0,S,N,N,N
6A,9,HHS,6AAA,19,9A,D,1.0,-1.0,N,N,N,N
JK,9,S,JK,20,9A,E,1.0,0.0,N,N,N,N
48,9,H,489,21,9A,V,1.0,1.0,N,N,N,N
36,9,HS,36A,20,9A,E,1.0,0.0,N,N,N,N
KA,9,-,KA,21,9A,V,1.0,1.5,N,N,S,N
2Q,2,H,29Q,21,247K,V,1.0,1.0,N,N,N,N
TQ,2,S,TQ,20,247K,V,1.0,1.0,N,N,N,N
JQ,2,S,JQ,20,247K,V,1.0,1.0,N,N,N,N
QK,2,S,QK,20,247K,V,1.0,1.0,N,N,N,N
6J,2,S,6J,16,247K,V,1.0,1.0,N,N,N,N
5A,2,HS,5JA,16,247K,V,1.0,1.0,N,N,N,N
78,2,S,78,15,247K,V,1.0,1.0,N,N,N,N
45,7,HS,45Q,19,267K,V,1.0,1.0,N,N,N,N
37,7,D,378,18,267K,V,1.0,2.0,S,N,N,N
JK,7,S,JK,20,267K,V,1.0,1.0,N,N,N,N
3K,7,H,38K,21,267K,V,1.0,1.0,N,N,N,N
89,7,S,89,17,267K,V,1.0,1.0,N,N,N,N
69,7,H,69K,25,267K,D,1.0,-1.0,N,N,N,N
4A,7,HHS,45QA,20,267K,V,1.0,1.0,N,N,N,N
9K,K,S,9K,19,28K,D,1.0,-1.0,N,N,N,N
5T,K,HS,45T,19,28K,D,1.0,-1.0,N,N,N,N
TT,K,S,TT,20,28K,E,1.0,0.0,N,N,N,N
2A,K,HHS,26TA,19,28K,D,1.0,-1.0,N,N,N,N
25,K,HHS,2456,17,28K,D,1.0,-1.0,N,N,N,N
KK,K,S,KK,20,28K,E,1.0,0.0,N,N,N,N
58,K,H,58J,23,28K,D,1.0,-1.0,N,N,N,N
2Q,Q,HHH,235QA,21,8Q,V,1.0,1.0,N,N,N,N
5Q,Q,HS,55Q,20,8Q,V,1.0,1.0,N,N,N,N
QK,Q,S,QK,20,8Q,V,1.0,1.0,N,N,N,N
68,Q,H,689,23,8Q,D,1.0,-1.0,N,N,N,N
99,Q,S,99,18,8Q,E,1.0,0.0,N,N,N,N
67,Q,HS,467,17,8Q,D,1.0,-1.0,N,N,N,N
9A,Q,S,9A,20,8Q,V,1.0,1.0,N,N,N,N
69,J,H,679,22,59J,D,1.0,-1.0,N,N,N,N
36,J,HS,36Q,19,59J,V,1.0,1.0,N,N,N,N
3A,J,HHS,233A,19,59J,V,1.0,1.0,N,N,N,N
58,J,H,58K,23,59J,D,1.0,-1.0,N,N,N,N
2Q,J,H,2QQ,22,59J,D,1.0,-1.0,N,N,N,N
2Q,J,HS,27Q,19,59J,V,1.0,1.0,N,N,N,N
4Q,J,HS,45Q,19,59J,V,1.0,1.0,N,N,N,N
89,3,S,89,17,37J,D,1.0,-1.0,N,N,N,N
3J,3,S,3J,13,37J,D,1.0,-1.0,N,N,N,N
TQ,3,S,TQ,20,37J,E,1.0,0.0,N,N,N,N
36,3,D,36J,19,37J,D,1.0,-2.0,S,N,N,N
36,3,D,236,11,37J,D,1.0,-2.0,S,N,N,N
8A,3,S,8A,19,37J,D,1.0,-1.0,N,N,N,N
6J,3,S,6J,16,37J,D,1.0,-1.0,N,N,N,N
2K,3,HS,25K,17,39J,V,1.0,1.0,N,N,N,N
36,3,D,36J,19,39J,V,1.0,2.0,S,N,N,N
23,3,HS,23Q,15,39J,V,1.0,1.0,N,N,N,N
28,3,D,28Q,20,39J,V,1.0,2.0,S,N,N,N
28,3,D,238,13,39J,V,1.0,2.0,S,N,N,N
6A,3,D,69A,16,39J,V,1.0,2.0,S,N,N,N
3J,3,S,3J,13,39J,V,1.0,1.0,N,N,N,N
2Q,3,HS,22Q,14,237J,V,1.0,1.0,N,N,N,N
78,3,S,78,15,237J,V,1.0,1.0,N,N,N,N
9K,3,S,9K,19,237J,V,1.0,1.0,N,N,N,N
TJ,3,S,TJ,20,237J,V,1.0,1.0,N,N,N,N
56,3,D,56Q,21,237J,V,1.0,2.0,S,N,N,N
36,3,D,236,11,237J,V,1.0,2.0,S,N,N,N
5T,3,S,5T,15,237J,V,1.0,1.0,N,N,N,N
39,J,H,399,21,35J,V,1.0,1.0,N,N,N,N
8T,J,S,8T,18,35J,E,1.0,0.0,N,N,N,N
35,J,HH,357Q,25,35J,D,1.0,-1.0,N,N,N,N
45,J,HH,345J,22,35J,D,1.0,-1.0,N,N,N,N
8A,J,S,8A,19,35J,V,1.0,1.0,N,N,N,N
6J,J,H,6JJ,26,35J,D,1.0,-1.0,N,N,N,N
58,J,HS,578,20,35J,V,1.0,1.0,N,N,N,N
QQ,4,S,QQ,20,48Q,V,1.0,1.0,N,N,N,N
89,4,S,89,17,48Q,V,1.0,1.0,N,N,N,N
35,4,HS,357,15,48Q,V,1.0,1.0,N,N,N,N
4A,4,D,4QA,15,48Q,V,1.0,2.0,S,N,N,N
2Q,4,S,2Q,12,48Q,V,1.0,1.0,N,N,N,N
3K,4,S,3K,13,48Q,V,1.0,1.0,N,N,N,N
TQ,4,S,TQ,20,48Q,V,1.0,1.0,N,N,N,N
79,8,HS,79A,17,578,D,1.0,-1.0,N,N,N,N
7T,8,S,7T,17,578,D,1.0,-1.0,N,N,N,N
48,8,HH,4478,23,578,D,1.0,-1.0,N,N,N,N
8J,8,S,8J,18,578,D,1.0,-1.0,N,N,N,N
4Q,8,H,4QK,24,578,D,1.0,-1.0,N,N,N,N
TK,8,S,TK,20,578,E,1.0,0.0,N,N,N,N
6A,8,HS,6QA,17,578,D,1.0,-1.0,N,N,N,N
89,6,S,89,17,56K,D,1.0,-1.0,N,N,N,N
89,6,S,89,17,56K,D,1.0,-1.0,N,N,N,N
9T,6,S,9T,19,56K,D,1.0,-1.0,N,N,N,N
2J,6,S,2J,12,56K,D,1.0,-1.0,N,N,N,N
TK,6,S,TK,20,56K,D,1.0,-1.0,N,N,N,N
3J,6,S,3J,13,56K,D,1.0,-1.0,N,N,N,N
23,6,HS,23K,15,56K,D,1.0,-1.0,N,N,N,N
AA,2,P,6A,17,27T,D,1.0,-1.0,N,S,N,N
JA,2,-,JA,21,27T,V,1.0,1.5,N,S,S,N
8A,2,S,8A,19,27T,E,1.0,0.0,N,N,N,N
9T,2,S,9T,19,27T,E,1.0,0.0,N,N,N,N
5T,2,S,5T,15,27T,D,1.0,-1.0,N,N,N,N
8T,2,S,8T,18,27T,D,1.0,-1.0,N,N,N,N
3J,2,S,3J,13,27T,D,1.0,-1.0,N,N,N,N
6A,2,HS,36A,20,27T,V,1.0,1.0,N,N,N,N
4Q,T,HS,45Q,19,TA,D,1.0,-1.0,N,N,N,S
KK,T,S,KK,20,TA,D,1.0,-1.0,N,N,N,S
68,T,H,688,22,TA,D,1.0,-1.0,N,N,N,S
29,T,D,269,17,TA,D,1.0,-2.0,S,N,N,S
7K,T,S,7K,17,TA,D,1.0,-1.0,N,N,N,S
JA,T,-,JA,21,TA,E,1.0,0.0,N,N,S,S
6T,T,HS,36T,19,TA,D,1.0,-1.0,N,N,N,S
4K,Q,HH,245K,21,QK,V,1.0,1.0,N,N,N,N
JA,Q,-,JA,21,QK,V,1.0,1.5,N,N,S,N
28,Q,HS,28T,20,QK,E,1.0,0.0,N,N,N,N
5J,Q,HS,25J,17,QK,D,1.0,-1.0,N,N,N,N
7K,Q,S,7K,17,QK,D,1.0,-1.0,N,N,N,N
26,Q,HHH,2469A,22,QK,D,1.0,-1.0,N,N,N,N
6T,Q,H,68T,24,QK,D,1.0,-1.0,N,N,N,N
TK,2,S,TK,20,26K,V,1.0,1.0,N,N,N,N
JQ,2,S,JQ,20,26K,V,1.0,1.0,N,N,N,N
78,2,S,78,15,26K,D,1.0,-1.0,N,N,N,N
77,2,P,79,16,26K,D,1.0,-1.0,N,S,N,N
78,2,S,78,15,26K,D,1.0,-1.0,N,S,N,N
45,2,HS,445,13,26K,D,1.0,-1.0,N,N,N,N
59,2,S,59,14,26K,D,1.0,-1.0,N,N,N,N
8J,2,S,8J,18,26K,E,1.0,0.0,N,N,N,N
5A,J,HS,35A,19,8J,V,1.0,1.0,N,N,N,N
57,J,HHS,2457,18,8J,E,1.0,0.0,N,N,N,N
9A,J,S,9A,20,8J,V,1.0,1.0,N,N,N,N
29,J,D,29Q,21,8J,V,1.0,2.0,S,N,N,N
44,J,HS,44T,18,8J,E,1.0,0.0,N,N,N,N
TA,J,-,TA,21,8J,V,1.0,1.5,N,N,S,N
9A,J,S,9A,20,8J,V,1.0,1.0,N,N,N,N
TA,6,-,TA,21,567,V,1.0,1.5,N,N,S,N
58,6,S,58,13,567,D,1.0,-1.0,N,N,N,N
22,6,P,2A,13,567,D,1.0,-1.0,N,S,N,N
27,6,HS,278,17,567,D,1.0,-1.0,N,S,N,N
99,6,P,9T,19,567,V,1.0,1.0,N,S,N,N
89,6,S,89,17,567,D,1.0,-1.0,N,S,N,N
4T,6,S,4T,14,567,D,1.0,-1.0,N,N,N,N
99,6,P,9T,19,567,V,1.0,1.0,N,S,N,N
79,6,S,79,16,567,D,1.0,-1.0,N,S,N,N
29,6,D,29Q,21,567,V,1.0,2.0,S,N,N,N
QA,4,-,QA,21,24KA,V,1.0,1.5,N,N,S,N
TJ,4,S,TJ,20,24KA,V,1.0,1.0,N,N,N,N
77,4,P,47,11,24KA,D,1.0,-1.0,N,S,N,N
78,4,S,78,15,24KA,D,1.0,-1.0,N,S,N,N
34,4,HS,345,12,24KA,D,1.0,-1.0,N,N,N,N
2Q,4,S,2Q,12,24KA,D,1.0,-1.0,N,N,N,N
6T,4,S,6T,16,24KA,D,1.0,-1.0,N,N,N,N
57,4,S,57,12,24KA,D,1.0,-1.0,N,N,N,N
7T,Q,S,7T,17,3QK,V,1.0,1.0,N,N,N,N
79,Q,H,789,24,3QK,D,1.0,-1.0,N,N,N,N
4T,Q,HS,46T,20,3QK,V,1.0,1.0,N,N,N,N
88,Q,P,28,10,3QK,V,1.0,1.0,N,S,N,N
38,Q,HHH,2238K,25,3QK,D,1.0,-1.0,N,S,N,N
KA,Q,-,KA,21,3QK,V,1.0,1.5,N,N,S,N
56,Q,D,56A,12,3QK,V,1.0,2.0,S,N,N,N
66,Q,HH,266T,24,3QK,D,1.0,-1.0,N,N,N,N
TK,J,S,TK,20,9J,V,1.0,1.0,N,N,N,N
25,J,HS,25T,17,9J,D,1.0,-1.0,N,N,N,N
7T,J,S,7T,17,9J,D,1.0,-1.0,N,N,N,N
QK,J,S,QK,20,9J,V,1.0,1.0,N,N,N,N
QA,J,-,QA,21,9J,V,1.0,1.5,N,N,S,N
6T,J,H,67T,23,9J,D,1.0,-1.0,N,N,N,N
44,J,HS,449,17,9J,D,1.0,-1.0,N,N,N,N
8T,K,S,8T,18,8K,E,1.0,0.0,N,N,N,N
48,K,HS,488,20,8K,V,1.0,1.0,N,N,N,N
JQ,K,S,JQ,20,8K,V,1.0,1.0,N,N,N,N
56,K,D,56A,12,8K,D,1.0,-2.0,S,N,N,N
34,K,HH,346Q,23,8K,D,1.0,-1.0,N,N,N,N
4K,K,H,4TK,24,8K,D,1.0,-1.0,N,N,N,N
6J,K,H,6JK,26,8K,D,1.0,-1.0,N,N,N,N
7J,J,S,7J,17,JA,D,1.0,-1.0,N,N,N,S
59,J,HS,569,20,JA,D,1.0,-1.0,N,N,N,S
78,J,HH,678A,22,JA,D,1.0,-1.0,N,N,N,S
29,J,D,29K,21,JA,D,1.0,-2.0,S,N,N,S
3J,J,HS,34J,17,JA,D,1.0,-1.0,N,N,N,S
45,J,HS,459,18,JA,D,1.0,-1.0,N,N,N,S
33,J,HH,336Q,22,JA,D,1.0,-1.0,N,N,N,S
6A,5,D,6QA,17,58K,V,1.0,2.0,S,N,N,N
35,5,HS,35Q,18,58K,V,1.0,1.0,N,N,N,N
29,5,D,229,13,58K,V,1.0,2.0,S,N,N,N
JA,5,-,JA,21,58K,V,1.0,1.5,N,N,S,N
KA,5,-,KA,21,58K,V,1.0,1.5,N,N,S,N
23,5,HS,23Q,15,58K,V,1.0,1.0,N,N,N,N
46,5,D,456,15,58K,V,1.0,2.0,S,N,N,N
6A,A,HS,6TA,17,36KA,D,1.0,-1.0,N,N,N,N
48,A,HHS,2448,18,36KA,D,1.0,-1.0,N,N,N,N
29,A,HS,289,19,36KA,D,1.0,-1.0,N,N,N,N
3T,A,H,38T,21,36KA,V,1.0,1.0,N,N,N,N
7J,A,S,7J,17,36KA,D,1.0,-1.0,N,N,N,N
8A,A,S,8A,19,36KA,D,1.0,-1.0,N,N,N,N
2T,A,H,2TQ,22,36KA,D,1.0,-1.0,N,N,N,N
9A,5,S,9A,20,358A,V,1.0,1.0,N,N,N,N
49,5,S,49,13,358A,D,1.0,-1.0,N,N,N,N
7J,5,S,7J,17,358A,E,1.0,0.0,N,N,N,N
9T,5,S,9T,19,358A,V,1.0,1.0,N,N,N,N
TQ,5,S,TQ,20,358A,V,1.0,1.0,N,N,N,N
JA,5,-,JA,21,358A,V,1.0,1.5,N,N,S,N
24,5,HS,248,14,358A,D,1.0,-1.0,N,N,N,N
JA,Q,-,JA,21,9Q,V,1.0,1.5,N,N,S,N
39,Q,H,39K,22,9Q,D,1.0,-1.0,N,N,N,N
99,Q,S,99,18,9Q,D,1.0,-1.0,N,N,N,N
JK,Q,S,JK,20,9Q,V,1.0,1.0,N,N,N,N
55,Q,HH,5556,21,9Q,V,1.0,1.0,N,N,N,N
37,Q,HS,37Q,20,9Q,V,1.0,1.0,N,N,N,N
27,Q,HD,2257,16,9Q,D,1.0,-2.0,S,N,N,N
38,J,D,348,15,8J,D,1.0,-2.0,S,N,N,N
8T,J,S,8T,18,8J,E,1.0,0.0,N,N,N,N
56,J,D,256,13,8J,D,1.0,-2.0,S,N,N,N
JQ,J,S,JQ,20,8J,V,1.0,1.0,N,N,N,N
39,J,H,39K,22,8J,D,1.0,-1.0,N,N,N,N
79,J,H,679,22,8J,D,1.0,-1.0,N,N,N,N
59,J,HS,569,20,8J,V,1.0,1.0,N,N,N,N
JQ,5,S,JQ,20,3455,V,1.0,1.0,N,N,N,N
6J,5,S,6J,16,3455,D,1.0,-1.0,N,N,N,N
47,5,D,247,13,3455,D,1.0,-2.0,S,N,N,N
8T,5,S,8T,18,3455,V,1.0,1.0,N,N,N,N
AA,5,P,6A,17,3455,E,1.0,0.0,N,S,N,N
7A,5,-,7A,18,3455,V,1.0,1.0,N,S,N,N
3K,5,S,3K,13,3455,D,1.0,-1.0,N,N,N,N
48,5,S,48,12,3455,D,1.0,-1.0,N,N,N,N
48,4,S,48,12,4TK,V,1.0,1.0,N,N,N,N
46,4,D,246,12,4TK,V,1.0,2.0,S,N,N,N
KA,4,-,KA,21,4TK,V,1.0,1.5,N,N,S,N
6K,4,S,6K,16,4TK,V,1.0,1.0,N,N,N,N
24,4,HS,24K,16,4TK,V,1.0,1.0,N,N,N,N
8J,4,S,8J,18,4TK,V,1.0,1.0,N,N,N,N
6T,4,S,6T,16,4TK,V,1.0,1.0,N,N,N,N
9Q,8,S,9Q,19,8Q,V,1.0,1.0,N,N,N,N
89,8,S,89,17,8Q,D,1.0,-1.0,N,N,N,N
5K,8,H,56K,21,8Q,V,1.0,1.0,N,N,N,N
4T,8,H,4TQ,24,8Q,D,1.0,-1.0,N,N,N,N
4A,8,HHS,24KA,17,8Q,D,1.0,-1.0,N,N,N,N
36,8,HS,36K,19,8Q,V,1.0,1.0,N,N,N,N
37,8,D,37A,21,8Q,V,1.0,2.0,S,N,N,N
45,6,D,455,14,36J,D,1.0,-2.0,S,N,N,N
57,6,S,57,12,36J,D,1.0,-1.0,N,N,N,N
5A,6,D,25A,18,36J,D,1.0,-2.0,S,N,N,N
6K,6,S,6K,16,36J,D,1.0,-1.0,N,N,N,N
56,6,D,456,15,36J,D,1.0,-2.0,S,N,N,N
8K,6,S,8K,18,36J,D,1.0,-1.0,N,N,N,N
2T,6,S,2T,12,36J,D,1.0,-1.0,N,N,N,N
44,4,HS,44A,19,3447,V,1.0,1.0,N,N,N,N
77,4,P,7J,17,3447,D,1.0,-1.0,N,S,N,N
7A,4,S,7A,18,3447,E,1.0,0.0,N,S,N,N
56,4,D,56A,12,3447,D,1.0,-2.0,S,N,N,N
37,4,D,37Q,20,3447,V,1.0,2.0,S,N,N,N
2Q,4,S,2Q,12,3447,D,1.0,-1.0,N,N,N,N
5Q,4,S,5Q,15,3447,D,1.0,-1.0,N,N,N,N
8J,4,S,8J,18,3447,E,1.0,0.0,N,N,N,N
9J,Q,S,9J,19,9Q,E,1.0,0.0,N,N,N,N
78,Q,H,78T,25,9Q,D,1.0,-1.0,N,N,N,N
88,Q,P,48,12,9Q,D,1.0,-1.0,N,S,N,N
8A,Q,S,8A,19,9Q,E,1.0,0.0,N,S,N,N
6A,Q,HS,6KA,17,9Q,D,1.0,-1.0,N,N,N,N
TT,Q,S,TT,20,9Q,V,1.0,1.0,N,N,N,N
58,Q,HHS,558A,19,9Q,E,1.0,0.0,N,N,N,N
6J,Q,HS,6JA,17,9Q,D,1.0,-1.0,N,N,N,N
JK,4,S,JK,20,4TJA,V,1.0,1.0,N,N,N,N
26,4,HD,2367,18,4TJA,V,1.0,2.0,S,N,N,N
9K,4,S,9K,19,4TJA,V,1.0,1.0,N,N,N,N
8T,4,S,8T,18,4TJA,V,1.0,1.0,N,N,N,N
9K,4,S,9K,19,4TJA,V,1.0,1.0,N,N,N,N
27,4,D,27Q,19,4TJA,V,1.0,2.0,S,N,N,N
25,4,HS,258,15,4TJA,V,1.0,1.0,N,N,N,N
39,3,H,399,21,35Q,V,1.0,1.0,N,N,N,N
4T,3,S,4T,14,35Q,D,1.0,-1.0,N,N,N,N
2K,3,HS,22K,14,35Q,D,1.0,-1.0,N,N,N,N
9A,3,S,9A,20,35Q,V,1.0,1.0,N,N,N,N
67,3,S,67,13,35Q,D,1.0,-1.0,N,N,N,N
4A,3,HS,44A,19,35Q,V,1.0,1.0,N,N,N,N
6J,3,S,6J,16,35Q,D,1.0,-1.0,N,N,N,N
8A,8,S,8A,19,89,V,1.0,1.0,N,N,N,N
27,8,HH,2479,22,89,D,1.0,-1.0,N,N,N,N
77,8,H,77J,24,89,D,1.0,-1.0,N,N,N,N
TQ,8,S,TQ,20,89,V,1.0,1.0,N,N,N,N
JK,8,S,JK,20,89,V,1.0,1.0,N,N,N,N
3Q,8,H,38Q,21,89,V,1.0,1.0,N,N,N,N
39,8,H,39J,22,89,D,1.0,-1.0,N,N,N,N
45,Q,HS,45Q,19,TQ,D,1.0,-1.0,N,N,N,N
23,Q,HH,23QQ,25,TQ,D,1.0,-1.0,N,N,N,N
TK,Q,S,TK,20,TQ,E,1.0,0.0,N,N,N,N
9A,Q,S,9A,20,TQ,E,1.0,0.0,N,N,N,N
89,Q,S,89,17,TQ,D,1.0,-1.0,N,N,N,N
QQ,Q,S,QQ,20,TQ,E,1.0,0.0,N,N,N,N
3T,Q,HS,37T,20,TQ,E,1.0,0.0,N,N,N,N
8A,3,S,8A,19,3TK,V,1.0,1.0,N,N,N,N
6T,3,S,6T,16,3TK,V,1.0,1.0,N,N,N,N
9K,3,S,9K,19,3TK,V,1.0,1.0,N,N,N,N
3J,3,S,3J,13,3TK,V,1.0,1.0,N,N,N,N
5J,3,S,5J,15,3TK,V,1.0,1.0,N,N,N,N
48,3,H,48Q,22,3TK,D,1.0,-1.0,N,N,N,N
77,3,P,78,15,3TK,V,1.0,1.0,N,S,N,N
57,3,HS,257,14,3TK,V,1.0,1.0,N,S,N,N
3Q,2,S,3Q,13,2JK,V,1.0,1.0,N,N,N,N
9K,2,S,9K,19,2JK,V,1.0,1.0,N,N,N,N
TQ,2,S,TQ,20,2JK,V,1.0,1.0,N,N,N,N
2A,2,HS,2JA,13,2JK,V,1.0,1.0,N,N,N,N
6A,2,HHS,566A,18,2JK,V,1.0,1.0,N,N,N,N
KA,2,-,KA,21,2JK,V,1.0,1.5,N,N,S,N
3T,2,S,3T,13,2JK,V,1.0,1.0,N,N,N,N
4K,6,S,4K,14,36J,D,1.0,-1.0,N,N,N,N
5K,6,S,5K,15,36J,D,1.0,-1.0,N,N,N,N
37,6,D,378,18,36J,D,1.0,-2.0,S,N,N,N
56,6,D,569,20,36J,V,1.0,2.0,S,N,N,N
22,6,P,26,8,36J,D,1.0,-1.0,N,S,N,N
28,6,HS,28T,20,36J,V,1.0,1.0,N,S,N,N
4T,6,S,4T,14,36J,D,1.0,-1.0,N,N,N,N
35,6,HS,35K,18,36J,D,1.0,-1.0,N,N,N,N
88,6,P,48,12,2567,D,1.0,-1.0,N,S,N,N
8K,6,S,8K,18,2567,D,1.0,-1.0,N,S,N,N
9A,6,S,9A,20,2567,E,1.0,0.0,N,N,N,N
8J,6,S,8J,18,2567,D,1.0,-1.0,N,N,N,N
38,6,D,378,18,2567,D,1.0,-2.0,S,N,N,N
7K,6,S,7K,17,2567,D,1.0,-1.0,N,N,N,N
46,6,D,467,17,2567,D,1.0,-2.0,S,N,N,N
TJ,6,S,TJ,20,2567,E,1.0,0.0,N,N,N,N
69,J,H,69J,25,6JQ,D,1.0,-1.0,N,N,N,N
49,J,H,49K,23,6JQ,D,1.0,-1.0,N,N,N,N
3Q,J,HS,35Q,18,6JQ,V,1.0,1.0,N,N,N,N
38,J,D,378,18,6JQ,V,1.0,2.0,S,N,N,N
3Q,J,H,3JQ,23,6JQ,D,1.0,-1.0,N,N,N,N
8J,J,S,8J,18,6JQ,V,1.0,1.0,N,N,N,N
77,J,H,77K,24,6JQ,D,1.0,-1.0,N,N,N,N
8K,2,S,8K,18,289,D,1.0,-1.0,N,N,N,N
7T,2,S,7T,17,289,D,1.0,-1.0,N,N,N,N
9T,2,S,9T,19,289,E,1.0,0.0,N,N,N,N
49,2,S,49,13,289,D,1.0,-1.0,N,N,N,N
8A,2,S,8A,19,289,E,1.0,0.0,N,N,N,N
4J,2,S,4J,14,289,D,1.0,-1.0,N,N,N,N
9A,2,S,9A,20,289,V,1.0,1.0,N,N,N,N
39,3,HS,359,17,33QK,V,1.0,1.0,N,N,N,N
25,3,HS,256,13,33QK,V,1.0,1.0,N,N,N,N
2Q,3,HS,24Q,16,33QK,V,1.0,1.0,N,N,N,N
4Q,3,S,4Q,14,33QK,V,1.0,1.0,N,N,N,N
4J,3,S,4J,14,33QK,V,1.0,1.0,N,N,N,N
2J,3,HS,24J,16,33QK,V,1.0,1.0,N,N,N,N
49,3,S,49,13,33QK,V,1.0,1.0,N,N,N,N
7J,6,S,7J,17,6A,E,1.0,0.0,N,N,N,N
6K,6,S,6K,16,6A,D,1.0,-1.0,N,N,N,N
4J,6,S,4J,14,6A,D,1.0,-1.0,N,N,N,N
7T,6,S,7T,17,6A,E,1.0,0.0,N,N,N,N
38,6,D,358,16,6A,D,1.0,-2.0,S,N,N,N
5J,6,S,5J,15,6A,D,1.0,-1.0,N,N,N,N
8A,6,D,8QA,19,6A,V,1.0,2.0,S,N,N,N
4T,9,HS,46T,20,9J,V,1.0,1.0,N,N,N,N
JJ,9,S,JJ,20,9J,V,1.0,1.0,N,N,N,N
8K,9,S,8K,18,9J,D,1.0,-1.0,N,N,N,N
99,9,P,79,16,9J,D,1.0,-1.0,N,S,N,N
39,9,H,39J,22,9J,D,1.0,-1.0,N,S,N,N
4A,9,HS,45A,20,9J,V,1.0,1.0,N,N,N,N
3A,9,H,37A,21,9J,V,1.0,1.0,N,N,N,N
9A,9,S,9A,20,9J,V,1.0,1.0,N,N,N,N
4Q,3,S,4Q,14,36Q,D,1.0,-1.0,N,N,N,N
6K,3,S,6K,16,36Q,D,1.0,-1.0,N,N,N,N
67,3,S,67,13,36Q,D,1.0,-1.0,N,N,N,N
3Q,3,S,3Q,13,36Q,D,1.0,-1.0,N,N,N,N
TT,3,S,TT,20,36Q,V,1.0,1.0,N,N,N,N
25,3,HD,235A,21,36Q,V,1.0,2.0,S,N,N,N
6J,3,S,6J,16,36Q,D,1.0,-1.0,N,N,N,N
TJ,7,S,TJ,20,367T,V,1.0,1.0,N,N,N,N
27,7,HS,27T,19,367T,V,1.0,1.0,N,N,N,N
3K,7,H,38K,21,367T,V,1.0,1.0,N,N,N,N
6K,7,H,69K,25,367T,D,1.0,-1.0,N,N,N,N
39,7,HS,389,20,367T,V,1.0,1.0,N,N,N,N
7A,7,S,7A,18,367T,V,1.0,1.0,N,N,N,N
6K,7,H,66K,22,367T,D,1.0,-1.0,N,N,N,N
57,5,S,57,12,59T,V,1.0,1.0,N,N,N,N
8Q,5,S,8Q,18,59T,V,1.0,1.0,N,N,N,N
JQ,5,S,JQ,20,59T,V,1.0,1.0,N,N,N,N
8A,5,S,8A,19,59T,V,1.0,1.0,N,N,N,N
5K,5,S,5K,15,59T,V,1.0,1.0,N,N,N,N
88,5,P,8K,18,59T,V,1.0,1.0,N,S,N,N
8Q,5,S,8Q,18,59T,V,1.0,1.0,N,S,N,N
89,5,S,89,17,59T,V,1.0,1.0,N,N,N,N
JQ,3,S,JQ,20,36A,E,1.0,0.0,N,N,N,N
69,3,S,69,15,36A,D,1.0,-1.0,N,N,N,N
79,3,S,79,16,36A,D,1.0,-1.0,N,N,N,N
37,3,D,237,12,36A,D,1.0,-2.0,S,N,N,N
4A,3,HS,44A,19,36A,D,1.0,-1.0,N,N,N,N
68,3,S,68,14,36A,D,1.0,-1.0,N,N,N,N
5A,3,HS,35A,19,36A,D,1.0,-1.0,N,N,N,N
29,8,D,229,13,348J,V,1.0,2.0,S,N,N,N
24,8,HHS,224K,18,348J,V,1.0,1.0,N,N,N,N
6T,8,H,6TT,26,348J,D,1.0,-1.0,N,N,N,N
8A,8,S,8A,19,348J,V,1.0,1.0,N,N,N,N
26,8,HHH,2446Q,26,348J,D,1.0,-1.0,N,N,N,N
56,8,D,568,19,348J,V,1.0,2.0,S,N,N,N
39,8,HH,339K,25,348J,D,1.0,-1.0,N,N,N,N
